package,version,riskLevel,riskScore,toolCount,hasPostInstall,typosquatRisk,scannedAt
@hasna/todos,0.11.33,HIGH,55,0,true,false,2026-05-04T03:53:13.318Z
@havesomecode/kibana-mcp-server,1.1.0,LOW,10,0,false,false,2026-05-04T03:53:14.544Z
@heilgar/shadcn-ui-mcp-server,1.0.6,CLEAN,0,0,false,false,2026-05-04T03:53:15.325Z
@henkey/postgres-mcp-server,1.0.5,CRITICAL,100,118,true,false,2026-05-04T03:53:16.125Z
@henrikogard/polvenn-mcp-server,0.1.2,LOW,10,0,false,false,2026-05-04T03:53:17.240Z
@henrylabs/mcp,1.5.0,HIGH,60,2,false,false,2026-05-04T03:53:18.287Z
@heroku/mcp-server,1.2.2,CRITICAL,75,2,false,false,2026-05-04T03:53:19.052Z
@heroui/native-mcp,1.1.0,CRITICAL,70,8,false,false,2026-05-04T03:53:19.815Z
@heroui/react-mcp,1.1.0,CRITICAL,100,12,false,false,2026-05-04T03:53:20.627Z
@hield/mcp-server,1.2.0,CLEAN,0,0,false,false,2026-05-04T03:53:21.621Z
@himanshubhardwaj87/jenkins-mcp-server,1.0.1,CLEAN,0,0,false,false,2026-05-04T03:53:22.676Z
@hirey/hi-mcp-server,0.1.19,CRITICAL,100,36,false,false,2026-05-04T03:53:23.809Z
@hisma/server-puppeteer,0.6.5,MEDIUM,20,14,false,false,2026-05-04T03:53:24.578Z
@hitpaw/mcp-server,1.1.1,MEDIUM,15,0,true,false,2026-05-04T03:53:25.439Z
@hiveai/mcp,0.9.2,HIGH,60,0,false,false,2026-05-04T03:53:26.359Z
@honecrm/mcp-server,0.3.0,HIGH,60,88,false,false,2026-05-04T03:53:27.250Z
@hono/mcp,0.2.5,CLEAN,0,0,false,false,2026-05-04T03:53:28.003Z
@hoshikawashiro/ide-mcp-server,1.0.14,MEDIUM,35,26,false,false,2026-05-04T03:53:28.940Z
@hostsmith/mcp-server,1.1.0,LOW,5,0,false,false,2026-05-04T03:53:29.935Z
@houkasaurusrex/jt-mcp-server,1.8.2,LOW,10,0,false,false,2026-05-04T03:53:31.018Z
@htmlbricks/mcp,0.76.5,CLEAN,0,0,false,false,2026-05-04T03:53:32.112Z
@hubspot/mcp-server,0.4.0,CLEAN,0,14,false,false,2026-05-04T03:53:32.734Z
@hugeicons/mcp-server,0.2.1,CLEAN,0,10,false,false,2026-05-04T03:53:33.621Z
@humancheck/mcp-server,0.14.1,CLEAN,0,0,false,false,2026-05-04T03:53:34.557Z
@hypertrack/mcp-server,0.1.55,CLEAN,0,0,false,false,2026-05-04T03:53:35.433Z
@0x1f320.sh/why-did-you-render-mcp,2.0.2,CLEAN,0,0,false,false,2026-05-05T03:35:25.272Z
@adbutler/mcp-server,2.5.1,CRITICAL,100,468,false,false,2026-05-05T03:35:26.790Z
@adhdev/mcp-server,0.9.73,CLEAN,0,0,false,false,2026-05-05T03:35:28.061Z
@agentpost/mcp-server,1.0.0,CLEAN,0,0,false,false,2026-05-05T03:35:29.106Z
@aiagentwatch/mcp-server,1.0.13,LOW,5,6,false,false,2026-05-05T03:35:30.091Z
@alcyone-labs/modelcontextprotocol-sdk,1.16.0,CLEAN,0,0,false,false,2026-05-05T03:35:31.379Z
@ankimcp/anki-mcp-server,0.18.5,CLEAN,0,0,false,false,2026-05-05T03:35:32.353Z
@antonytm/mcp-sitecore-server,1.3.12,HIGH,50,2,false,false,2026-05-05T03:35:33.759Z
@antv/mcp-server-antv,0.1.8,CRITICAL,85,22,false,false,2026-05-05T03:35:34.877Z
@apify/mcpc,0.2.6,LOW,5,0,false,false,2026-05-05T03:35:36.106Z
@applitools/mcp,0.5.3,LOW,5,0,false,false,2026-05-05T03:35:37.216Z
@appstorecat/mcp,1.2.5,CLEAN,0,0,false,false,2026-05-05T03:35:38.223Z
@atom8n/inspector,0.17.18,LOW,10,0,false,false,2026-05-05T03:35:39.344Z
@berthojoris/mcp-mysql-server,1.40.6,CRITICAL,100,158,false,false,2026-05-05T03:35:40.573Z
@blocklet/mcp,1.10.2,CLEAN,0,0,false,false,2026-05-05T03:35:41.915Z
@buywhere/mcp-server,0.3.6,HIGH,45,18,false,false,2026-05-05T03:35:42.908Z
@calx/selis-mcp,0.2.2,HIGH,45,12,false,false,2026-05-05T03:35:43.871Z
@camsoft/mcp-sdk,1.17.1,CLEAN,0,0,false,false,2026-05-05T03:35:45.141Z
@cantax-fyi/tax-mcp,0.1.17,LOW,5,0,false,false,2026-05-05T03:35:46.272Z
@channel.io/tolgee-mcp,1.0.1,CLEAN,0,0,false,false,2026-05-05T03:35:47.236Z
@chkp/mcp-utils,1.3.0,LOW,10,0,false,false,2026-05-05T03:35:48.304Z
@cognitionai/metabase-mcp-server,1.0.14,CRITICAL,100,166,false,false,2026-05-05T03:35:49.289Z
@coinbase/agentkit-model-context-protocol,0.2.0,CLEAN,0,0,false,false,2026-05-05T03:35:50.291Z
@de-otio/epimethian-mcp,6.7.1,CLEAN,0,0,false,false,2026-05-05T03:35:51.597Z
@delorenj/mcp-server-ticketmaster,0.2.5,CLEAN,0,2,false,false,2026-05-05T03:35:52.441Z
@digicatalyst/dep-diff-mcp,0.1.9,LOW,10,22,false,false,2026-05-05T03:35:53.570Z
@directus/content-mcp,0.1.0,CLEAN,0,0,false,false,2026-05-05T03:35:54.470Z
@dotcontext/mcp,0.9.2,LOW,10,0,false,false,2026-05-05T03:35:55.711Z
@easecloudio/mcp-metabase-server,1.0.5,CRITICAL,100,58,false,false,2026-05-05T03:35:56.595Z
@easyink/mcp-server,0.0.3,CLEAN,0,8,false,false,2026-05-05T03:35:57.703Z
@ejazullah/browser-mcp,0.0.67,MEDIUM,30,0,false,false,2026-05-05T03:35:58.863Z
@entergram/mcp,0.1.5,CLEAN,0,0,false,false,2026-05-05T03:36:00.002Z
@epoch-ai/deliver-cli,3.0.2,CLEAN,0,0,false,false,2026-05-05T03:36:01.180Z
@evercam/mcp,0.0.7,CLEAN,0,0,false,false,2026-05-05T03:36:02.374Z
@evomap/gep-mcp-server,1.2.0,LOW,10,11,false,false,2026-05-05T03:36:03.406Z
@f4ww4z/mcp-mysql-server,0.1.0,HIGH,65,10,false,false,2026-05-05T03:36:04.223Z
@felores/airtable-mcp-server,0.3.0,CLEAN,0,24,false,false,2026-05-05T03:36:04.853Z
@forestadmin/mcp-server,1.11.7,CLEAN,0,0,false,false,2026-05-05T03:36:05.780Z
@fre4x/arxiv,1.0.64,CLEAN,0,0,false,false,2026-05-05T03:36:06.786Z
@fuzehq-io/mcp,0.7.1,CRITICAL,100,50,false,false,2026-05-05T03:36:07.975Z
@gajarthan/cse-mcp,2.0.1,CLEAN,0,0,false,false,2026-05-05T03:36:09.001Z
@geobio/google-workspace-server,0.1.0,MEDIUM,25,16,false,false,2026-05-05T03:36:09.765Z
@gethmy/mcp,2.4.7,LOW,10,0,false,false,2026-05-05T03:36:11.220Z
@gitee/mcp-gitee-linux-amd64,1.0.0,CLEAN,0,0,false,false,2026-05-05T03:36:12.424Z
@goalfuel/mcp,1.0.5,CLEAN,0,0,false,false,2026-05-05T03:36:13.595Z
@gongrzhe/server-calendar-autoauth-mcp,1.0.2,CLEAN,0,10,false,false,2026-05-05T03:36:14.509Z
@google/jules-mcp,0.2.0,CLEAN,0,18,false,false,2026-05-05T03:36:15.452Z
@googlemaps/code-assist-mcp,0.2.1,CLEAN,0,0,false,false,2026-05-05T03:36:16.266Z
@gopherhole/mcp,0.9.1,CRITICAL,100,108,false,false,2026-05-05T03:36:17.370Z
@goplausible/algorand-mcp,4.2.3,CRITICAL,100,100,false,false,2026-05-05T03:36:18.664Z
@199-bio/engram,1.2.0,CRITICAL,90,46,true,false,2026-05-06T03:48:41.509Z
@a2hmarket/a2h-mcp,0.2.0,HIGH,50,10,false,false,2026-05-06T03:48:42.336Z
@addition-works/figma-mcp-server,0.4.5,CRITICAL,100,6,false,false,2026-05-06T03:48:43.708Z
@afferens/mcp-server,0.2.0,CRITICAL,100,8,false,false,2026-05-06T03:48:44.543Z
@arbitova/mcp-server,4.0.1,LOW,10,11,false,false,2026-05-06T03:48:45.358Z
@arrowui/mcp,0.1.6,CLEAN,0,0,false,false,2026-05-06T03:48:46.140Z
@atendium/nexus-mcp-server,0.1.1,CLEAN,0,0,false,false,2026-05-06T03:48:46.959Z
@beosin/kyt-mcp-server,1.0.5,CRITICAL,100,6,false,false,2026-05-06T03:48:47.833Z
@better-ccusage/mcp,1.4.0,CLEAN,0,0,false,false,2026-05-06T03:48:48.932Z
@breadstone/archipel-mcp,0.0.36,CLEAN,0,0,false,false,2026-05-06T03:48:49.934Z
@caffeineai/mcp-win32-arm64,0.1.0-dev.10,CLEAN,0,0,false,false,2026-05-06T03:48:52.191Z
@cdmx/authentik-mcp,0.1.1,CRITICAL,100,38,false,false,2026-05-06T03:48:52.967Z
@channel47/google-ads-mcp,1.2.0,HIGH,45,17,false,false,2026-05-06T03:48:53.707Z
@chkp/management-logs-mcp,1.4.2,LOW,10,0,false,false,2026-05-06T03:48:54.540Z
@citely/mcp-server,0.5.1,CRITICAL,100,20,false,false,2026-05-06T03:48:55.355Z
@desplega.ai/qa-use,2.15.4,CRITICAL,100,42,false,false,2026-05-06T03:48:56.328Z
@dongsik/ga4-mcp,0.1.3,CLEAN,0,0,false,false,2026-05-06T03:48:57.203Z
@frihet/mcp-server,1.6.1,MEDIUM,20,0,true,false,2026-05-06T03:48:58.130Z
@futurelab-studio/latest-science-mcp,0.1.40,LOW,5,250,false,false,2026-05-06T03:48:59.008Z
@genlobe/mcp-server,3.1.8,CRITICAL,100,41,false,false,2026-05-06T03:48:59.914Z
@gishubperu/mcp-postgresql,1.0.6,CLEAN,0,0,false,false,2026-05-06T03:49:00.860Z
@gotohuman/mcp-server,0.1.2,CLEAN,0,0,false,false,2026-05-06T03:49:01.789Z
@growtrics-ai/sharepoint-mcp-server,0.1.3,CLEAN,0,0,false,false,2026-05-06T03:49:02.789Z
@happyrobot-ai/mcp,0.1.21,CLEAN,0,0,false,false,2026-05-06T03:49:03.589Z
@hypnosis/docker-mcp-server,1.4.1,MEDIUM,20,28,false,false,2026-05-06T03:49:04.348Z
@hyukyyy/lingo-mcp-server,0.1.5,CLEAN,0,0,false,false,2026-05-06T03:49:05.405Z
@iamramo/zanat-mcp,0.20.4,CLEAN,0,0,false,false,2026-05-06T03:49:06.432Z
@iblai/mcp,1.4.2,CLEAN,0,26,false,false,2026-05-06T03:49:07.327Z
@ibm/ibmi-mcp-server,0.5.1,CLEAN,0,0,false,false,2026-05-06T03:49:08.233Z
@icepanel/mcp-server,0.2.0,CLEAN,0,0,false,false,2026-05-06T03:49:09.008Z
@icloud-calendar-mcp/server,3.0.0,MEDIUM,15,0,true,false,2026-05-06T03:49:10.253Z
@icoretech/warden-mcp,0.2.19,MEDIUM,15,0,true,false,2026-05-06T03:49:11.103Z
@idachev/mcp-javadc,1.2.4,CLEAN,0,3,false,false,2026-05-06T03:49:11.896Z
@idealyst/mcp-server,1.3.19,CLEAN,0,42,false,false,2026-05-06T03:49:12.999Z
@idletoaster/ssh-mcp-server,2.1.9,MEDIUM,20,5,false,false,2026-05-06T03:49:13.544Z
@iflow-mcp/collactivelabs-pinterest-mcp-server,1.0.2,CLEAN,0,7,false,false,2026-05-06T03:49:14.504Z
@iflow-mcp/cyreslab-circl-cve-search-mcp-server,2.1.0,CLEAN,0,8,false,false,2026-05-06T03:49:15.399Z
@iflow-mcp/gangsterke-tia-portal-mcp-server,1.0.2,CLEAN,0,24,false,false,2026-05-06T03:49:16.398Z
@iflow-mcp/jjlabsio-korea-stock-mcp,1.1.5,LOW,5,0,false,false,2026-05-06T03:49:17.405Z
@iflow-mcp/joamel01-sap_adt_mcp,1.4.7,MEDIUM,15,0,false,false,2026-05-06T03:49:18.445Z
@iflow-mcp/mattcoatsworth-canva-mcp-server,1.0.0,CLEAN,0,0,false,false,2026-05-06T03:49:19.270Z
@iflow-mcp/playwright-mcp,1.0.2,MEDIUM,30,0,false,false,2026-05-06T03:49:20.001Z
@iflow-mcp/server-github,0.6.2,CLEAN,0,52,false,false,2026-05-06T03:49:20.671Z
@igniteui/mcp-server,15.0.1,LOW,10,0,false,false,2026-05-06T03:49:22.127Z
@igor-olikh/openspec-mcp-server,2.2.1,CLEAN,0,24,false,false,2026-05-06T03:49:22.863Z
@ikas/code-components-mcp,1.3.0,CLEAN,0,0,false,false,2026-05-06T03:49:23.836Z
@imrieul/mysql-mcp-server,1.1.0,CLEAN,0,0,false,false,2026-05-06T03:49:24.366Z
@imvhb/cc-switch-mcp-server-darwin-arm64,0.2.1,CLEAN,0,0,false,false,2026-05-06T03:49:25.410Z
@imvhb/cc-switch-mcp-server-darwin-x64,0.2.1,CLEAN,0,0,false,false,2026-05-06T03:49:26.630Z
@imvhb/cc-switch-mcp-server-linux-x64,0.2.1,CLEAN,0,0,false,false,2026-05-06T03:49:27.581Z
@artsvg/mcp-server,2.1.7,CLEAN,0,0,false,false,2026-05-07T03:47:52.201Z
@caffeineai/mcp-darwin-arm64,0.1.0-dev.11,CLEAN,0,0,false,false,2026-05-07T03:47:53.904Z
@caffeineai/mcp-darwin-x64,0.1.0-dev.11,CLEAN,0,0,false,false,2026-05-07T03:47:55.784Z
@caffeineai/mcp-win32-x64,0.1.0-dev.11,CLEAN,0,0,false,false,2026-05-07T03:47:58.431Z
@coderover/mcp,0.5.0,LOW,10,0,false,false,2026-05-07T03:47:59.535Z
@darkings99/middle-mcp,0.2.0,CLEAN,0,0,false,false,2026-05-07T03:48:00.789Z
@easy-mcps/clickhouse-mcp-server,2.0.7,CRITICAL,80,8,false,false,2026-05-07T03:48:01.888Z
@easy-mcps/mariadb-mcp-server,1.0.6,HIGH,40,8,false,false,2026-05-07T03:48:02.740Z
@easy-mcps/mysql-mcp-server,2.0.3,HIGH,40,8,false,false,2026-05-07T03:48:03.686Z
@easy-mcps/oceanbase-mcp-server,2.0.4,HIGH,40,8,false,false,2026-05-07T03:48:04.494Z
@easy-mcps/postgresql-mcp-server,2.0.3,HIGH,40,8,false,false,2026-05-07T03:48:05.364Z
@easy-mcps/redis-mcp-server,1.0.4,CLEAN,0,6,false,false,2026-05-07T03:48:06.389Z
@easy-mcps/sqlite-mcp-server,1.0.7,HIGH,40,8,false,false,2026-05-07T03:48:07.392Z
@easy-mcps/starrocks-mcp-server,1.0.4,HIGH,40,8,false,false,2026-05-07T03:48:08.238Z
@easy-mcps/tidb-mcp-server,1.0.4,HIGH,40,8,false,false,2026-05-07T03:48:09.085Z
@factordao/mcp-server,1.7.7,CLEAN,0,0,false,false,2026-05-07T03:48:10.126Z
@findtime/mcp-server,3.25.12,CLEAN,0,10,false,false,2026-05-07T03:48:11.414Z
@fl0w1nd/search-mcp,0.6.4,HIGH,50,0,false,false,2026-05-07T03:48:12.493Z
@gethopp/figma-mcp-bridge,0.0.12,CLEAN,0,0,false,false,2026-05-07T03:48:13.421Z
@givewp/mcp-server,2.0.2,CLEAN,0,0,false,false,2026-05-07T03:48:14.489Z
@gramatr/mcp,0.8.12,CRITICAL,75,0,true,false,2026-05-07T03:48:15.483Z
@haroonc.gwork/cicd-mcp,0.2.1-update-2,MEDIUM,15,0,true,false,2026-05-07T03:48:16.684Z
@helm-ai/mcp-server,0.1.10,CLEAN,0,96,false,false,2026-05-07T03:48:17.785Z
@hrrrsn/mcp-vnc,1.0.2,CLEAN,0,12,false,false,2026-05-07T03:48:18.867Z
@illuminaresolutions/n8n-mcp-server,1.0.1,CRITICAL,100,66,false,false,2026-05-07T03:48:19.865Z
@inavi-maps/mcp-server,0.3.2,CLEAN,0,0,false,false,2026-05-07T03:48:20.896Z
@inbetweenai/mcp,0.3.20,CRITICAL,100,44,false,false,2026-05-07T03:48:22.111Z
@indiejoseph/ggi-mcp,1.0.21,LOW,10,0,false,false,2026-05-07T03:48:23.270Z
@infineon/design-system-mcp,39.27.0,CLEAN,0,0,false,false,2026-05-07T03:48:24.308Z
@infisical/mcp,0.0.23,CLEAN,0,0,false,false,2026-05-07T03:48:25.166Z
@informatik_tirol/redmine-mcp-server,1.3.0,MEDIUM,35,1,false,false,2026-05-07T03:48:26.138Z
@ingenx-io/valets-schema-mcp-server,0.1.6,CLEAN,0,0,false,false,2026-05-07T03:48:27.000Z
@inkeep/agents-mcp,0.71.0,CLEAN,0,0,false,false,2026-05-07T03:48:28.348Z
@inkwren/mcp-server,0.1.2,CLEAN,0,0,false,false,2026-05-07T03:48:29.463Z
@inscada/mcp-server,1.7.1,CLEAN,0,0,false,false,2026-05-07T03:48:30.722Z
@insforge/mcp,1.2.11,MEDIUM,15,0,false,false,2026-05-07T03:48:31.470Z
@inspectr/mcplab-mcp-server,1.3.1,CLEAN,0,0,false,false,2026-05-07T03:48:32.440Z
@instantdb/mcp,1.0.24,HIGH,55,0,false,false,2026-05-07T03:48:33.449Z
@intlayer/mcp,8.9.2,CLEAN,0,0,false,false,2026-05-07T03:48:34.401Z
@invect/mcp,0.0.12,CLEAN,0,0,false,false,2026-05-07T03:48:35.318Z
@isaacphi/mcp-gdrive,0.2.0,CLEAN,0,8,false,false,2026-05-07T03:48:36.252Z
@isiahw1/mcp-server-bing-webmaster,1.0.2,MEDIUM,30,0,true,false,2026-05-07T03:48:37.229Z
@isnow890/naver-search-mcp,1.0.47,CLEAN,0,0,false,false,2026-05-07T03:48:38.338Z
@issuecapture/mcp-server,1.0.4,CLEAN,0,18,false,false,2026-05-07T03:48:39.363Z
@itseasy21/mcp-knowledge-graph,1.0.7,CLEAN,0,22,false,false,2026-05-07T03:48:40.176Z
@ivelin-web/tempo-mcp-server,1.7.0,LOW,10,0,false,false,2026-05-07T03:48:41.158Z
@ivotoby/contentful-management-mcp-server,1.21.0,CLEAN,0,0,false,false,2026-05-07T03:48:42.263Z
@ivotoby/openapi-mcp-server,1.14.0,CLEAN,0,0,false,false,2026-05-07T03:48:43.034Z
@j0hanz/filesystem-mcp,1.19.1,CLEAN,0,0,false,false,2026-05-07T03:48:44.268Z
@jaypie/mcp,0.8.54,CLEAN,0,0,false,false,2026-05-07T03:48:45.365Z
@0xkobold/pi-mcp,0.4.0,CLEAN,0,0,false,false,2026-05-08T03:39:53.011Z
@43world/43chat-mcp-server,0.1.4,CLEAN,0,0,false,false,2026-05-08T03:39:53.960Z
@8monkey/elysia-mcp,0.1.0,CLEAN,0,0,false,false,2026-05-08T03:39:54.811Z
@aauth/mcp-agent,0.8.1,LOW,5,0,false,false,2026-05-08T03:39:55.918Z
@actualjob/cli,0.2.0,CLEAN,0,0,false,false,2026-05-08T03:39:56.935Z
@adamik/signer-mcp-server,1.0.1,CLEAN,0,0,false,false,2026-05-08T03:39:57.947Z
@adia-ai/a2ui-mcp,0.3.3,MEDIUM,15,0,false,false,2026-05-08T03:39:58.931Z
@adisuryanathanael/mcp-server-filesystem2,1.0.0,HIGH,55,22,false,true,2026-05-08T03:40:00.107Z
@agent-format/mcp,0.2.2,CLEAN,0,0,false,false,2026-05-08T03:40:01.298Z
@agentic-profile/a2a-mcp-express,0.7.16,CLEAN,0,0,false,false,2026-05-08T03:40:02.372Z
@agentopssec/mcp-firewall,1.0.0,CLEAN,0,0,false,false,2026-05-08T03:40:03.511Z
@agile-team/wl-skills-kit,2.5.0,HIGH,55,17,false,false,2026-05-08T03:40:04.530Z
@ahkohd/mcpstead,0.1.13,CLEAN,0,0,false,false,2026-05-08T03:40:05.571Z
@ai-mentora/mcp-server,1.0.29,CLEAN,0,12,false,false,2026-05-08T03:40:06.586Z
@ai-universe/second-opinion-client,2.1.1,CLEAN,0,0,false,false,2026-05-08T03:40:07.492Z
@aklinker1/mcp-server-sdk,0.1.6,CLEAN,0,0,false,false,2026-05-08T03:40:08.554Z
@alerix/monobank-mcp,1.2.1,CRITICAL,95,6,false,false,2026-05-08T03:40:09.448Z
@aml-modelcontextprotocol/aml-watcher-mcp,0.1.14,CLEAN,0,4,false,false,2026-05-08T03:40:10.493Z
@amltemp-modelcontextprotocol/aml_watcher_mcp,1.14.1,CLEAN,0,4,false,false,2026-05-08T03:40:11.556Z
@ampersend_ai/modelcontextprotocol-sdk,1.20.1,LOW,10,0,false,false,2026-05-08T03:40:12.925Z
@antonytm/mcp-all,0.1.20,CLEAN,0,2,false,false,2026-05-08T03:40:13.980Z
@apideck/mcp,0.2.4,HIGH,60,0,false,false,2026-05-08T03:40:14.981Z
@arcadeai/arcade-mcp,0.18.3,CLEAN,0,0,false,false,2026-05-08T03:40:16.216Z
@archships/dim-plugin-mcp-client,0.0.9,CLEAN,0,0,false,false,2026-05-08T03:40:17.302Z
@argusai/cli,0.1.2,LOW,10,24,false,false,2026-05-08T03:40:18.665Z
@arkava-ai/gamma-mcp-server,1.0.0,CLEAN,0,0,false,false,2026-05-08T03:40:19.755Z
@artinet/sdk,0.6.12,CLEAN,0,0,false,false,2026-05-08T03:40:20.882Z
@atlasprotocol/agent-tools,0.2.3,MEDIUM,15,8,false,false,2026-05-08T03:40:21.872Z
@atlisp/mcp,1.0.10,CLEAN,0,22,false,false,2026-05-08T03:40:22.838Z
@atrib/agent,0.1.6,CLEAN,0,0,false,false,2026-05-08T03:40:23.886Z
@attest-dev/mcp-server,0.1.1,CLEAN,0,0,false,false,2026-05-08T03:40:24.915Z
@augmentcode/context-connectors,0.1.4,CRITICAL,80,0,false,false,2026-05-08T03:40:25.876Z
@automatalabs/mcp-client-manager,1.0.5,CLEAN,0,0,false,false,2026-05-08T03:40:26.916Z
@avclabs.ai/enhance-mcp,0.1.18,CLEAN,0,0,false,false,2026-05-08T03:40:27.804Z
@ax-llm/ax-tools,20.0.2,CLEAN,0,0,false,false,2026-05-08T03:40:28.752Z
@babamba2/mcp-abap-adt-interfaces,5.0.0,CLEAN,0,0,false,false,2026-05-08T03:40:29.808Z
@backstage-community/plugin-mcp-chat,0.7.0,CLEAN,0,0,false,false,2026-05-08T03:40:30.747Z
@balakumar.dev/mcpkit,0.1.25,LOW,10,0,false,false,2026-05-08T03:40:31.750Z
@bbradar/mcp,0.1.12,CLEAN,0,0,false,false,2026-05-08T03:40:32.741Z
@beautyfree/modelcontextprotocol-server-github,0.6.2,CLEAN,0,54,false,false,2026-05-08T03:40:33.750Z
@beeos-ai/device-mcp-server,0.3.0,CRITICAL,100,44,false,false,2026-05-08T03:40:35.063Z
@bennapp/modelcontextprotocol-sdk,1.0.1,LOW,10,0,false,false,2026-05-08T03:40:36.187Z
@bernierllc/mcp-registry,1.0.6,CLEAN,0,0,false,false,2026-05-08T03:40:37.232Z
@big-whale-labs/modelcontextprotocol-sdk,1.12.0,LOW,10,0,false,false,2026-05-08T03:40:38.380Z
@bitbonsai/mcpvault,0.11.0,CLEAN,0,30,false,false,2026-05-08T03:40:38.974Z
@bizyaml/mcp-server,1.0.3,CLEAN,0,6,false,false,2026-05-08T03:40:40.017Z
@bolide-ai/mcp,1.5.0,MEDIUM,30,0,false,false,2026-05-08T03:40:41.467Z
@boltmcp/mcp-sdk-express,2.0.0-alpha.2,HIGH,50,0,false,false,2026-05-08T03:40:42.646Z
@boltmcp/mcp-sdk-node,2.0.0-alpha.2,HIGH,50,0,false,false,2026-05-08T03:40:43.817Z
@boostbossai/lumi-mcp,0.1.0,CLEAN,0,0,false,false,2026-05-08T03:40:44.833Z
mcp-server-trello,1.0.4,MEDIUM,20,76,false,false,2026-05-08T10:55:41.626Z
@caelo-cms/mcp-server,0.2.61,CLEAN,0,2,false,false,2026-05-08T10:55:42.587Z
@caffeineai/mcp-linux-arm64-glibc,0.1.0-dev.20,CLEAN,0,0,false,false,2026-05-08T10:55:45.078Z
@caffeineai/mcp-linux-arm64-musl,0.1.0-dev.20,CLEAN,0,0,false,false,2026-05-08T10:55:47.557Z
@caffeineai/mcp-linux-x64-glibc,0.1.0-dev.20,CLEAN,0,0,false,false,2026-05-08T10:55:50.083Z
@caffeineai/mcp-linux-x64-musl,0.1.0-dev.20,CLEAN,0,0,false,false,2026-05-08T10:55:52.473Z
@centia-io/mcp-server,1.0.7,CLEAN,0,0,false,false,2026-05-08T10:55:53.326Z
@cyango-tools/mcp-server,2.0.13,CLEAN,0,0,false,false,2026-05-08T10:55:54.312Z
@davincibets/mcp-server,1.3.2,CLEAN,0,0,false,false,2026-05-08T10:55:55.312Z
@dbx-app/mcp-server,0.2.1,CLEAN,0,0,false,false,2026-05-08T10:55:56.320Z
@eventloom/mcp,0.1.6,CLEAN,0,0,false,false,2026-05-08T10:55:57.316Z
@eztexting/mcp-server,1.0.4,CLEAN,0,0,false,false,2026-05-08T10:55:58.198Z
@gwdn/nexus-mcp,0.8.6,CLEAN,0,0,false,false,2026-05-08T10:55:59.163Z
@hostman/mcp-server,0.1.3,CLEAN,0,0,false,false,2026-05-08T10:56:00.242Z
@hovecapital/read-only-mysql-mcp-server,0.1.1,CLEAN,0,6,false,false,2026-05-08T10:56:01.008Z
@intrigsoft/pratya-mcp-server,0.0.5,CLEAN,0,0,false,false,2026-05-08T10:56:02.039Z
@jclvsh/iris,0.10.0,CLEAN,0,0,false,false,2026-05-08T10:56:03.018Z
@jeanibarz/knowledge-base-mcp-server,0.2.1,CLEAN,0,0,false,false,2026-05-08T10:56:04.164Z
@jesbrian/gitlab-mcp-server,0.2.4,CLEAN,0,12,false,false,2026-05-08T10:56:05.146Z
@jgardner04/ghost-mcp-server,1.12.5,MEDIUM,20,8,false,false,2026-05-08T10:56:06.331Z
@jharding_npm/mcp-server-searxng,0.6.15,CLEAN,0,2,false,false,2026-05-08T10:56:07.140Z
@jinzcdev/leetcode-mcp-server,1.2.0,CLEAN,0,0,false,false,2026-05-08T10:56:08.019Z
@jinzcdev/markmap-mcp-server,0.1.1,CLEAN,0,0,false,false,2026-05-08T10:56:08.704Z
@jissp/nestjs-mcp-server,0.0.7,CLEAN,0,0,false,false,2026-05-08T10:56:09.852Z
@jiujiang/jishi-mcp-server,1.0.4,HIGH,60,14,false,false,2026-05-08T10:56:10.594Z
@jobdatalake/mcp-server,1.0.14,CLEAN,0,0,false,false,2026-05-08T10:56:11.503Z
@johnson.lee/mysql-mcp-server,0.0.2-8,HIGH,45,8,false,false,2026-05-08T10:56:12.415Z
@joshuarileydev/simulator-mcp-server,0.0.1,CLEAN,0,10,false,false,2026-05-08T10:56:13.227Z
@joshuarileydev/supabase-mcp-server,0.0.2,HIGH,40,16,false,false,2026-05-08T10:56:14.064Z
@joycode-ide/resources-mcp,1.0.12,CLEAN,0,0,false,false,2026-05-08T10:56:14.646Z
@jpisnice/shadcn-ui-mcp-server,2.0.0,HIGH,40,90,false,false,2026-05-08T10:56:15.447Z
@jrmc/adonis-mcp,1.0.1,CLEAN,0,0,false,false,2026-05-08T10:56:16.384Z
@jsynowiec/mcp-server-airly,0.1.1,CLEAN,0,0,false,false,2026-05-08T10:56:17.461Z
@junction41/mcp-server,2.0.6,CLEAN,0,0,false,false,2026-05-08T10:56:18.513Z
@jungho-dev/fs-mcp,1.1.9,HIGH,45,3,false,false,2026-05-08T10:56:19.622Z
@jurislm/coolify-mcp,3.3.3,CLEAN,0,0,false,false,2026-05-08T10:56:20.535Z
@justmpm/flowmusic,2.6.0,CLEAN,0,0,false,false,2026-05-08T10:56:21.566Z
@justrelease/mcp-server,0.5.0,CLEAN,0,0,false,false,2026-05-08T10:56:22.514Z
@k-system/tickr-mcp,1.62.0,LOW,10,0,false,false,2026-05-08T10:56:23.701Z
@kadoa/mcp,0.5.3,CLEAN,0,0,false,false,2026-05-08T10:56:24.636Z
@kajirita2002/esa-mcp-server,1.1.0,CLEAN,0,18,false,false,2026-05-08T10:56:25.634Z
@kajirita2002/honeycomb-mcp-server,1.0.7,HIGH,45,22,false,false,2026-05-08T10:56:26.533Z
